0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
17,59,58,57,55,54,93,108,108,108,108,108,108,108,108
17,59,58,56,46,43,86,108,108,108,108,108,108,108,108
17,59,58,57,96,108,108,108,108,108,108,108,108,108,108
17,59,58,57,55,94,108,108,108,108,108,108,108,108,108
17,59,58,57,55,95,108,108,108,108,108,108,108,108,108
17,60,66,64,100,108,108,108,108,108,108,108,108,108,108
17,60,66,101,108,108,108,108,108,108,108,108,108,108,108
17,59,58,97,108,108,108,108,108,108,108,108,108,108,108
17,59,98,108,108,108,108,108,108,108,108,108,108,108,108
17,60,65,91,108,108,108,108,108,108,108,108,108,108,108
17,60,65,50,92,108,108,108,108,108,108,108,108,108,108
17,60,65,49,89,108,108,108,108,108,108,108,108,108,108
17,60,65,49,44,90,108,108,108,108,108,108,108,108,108
17,60,65,49,44,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
17,60,65,49,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
17,60,65,50,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
17,60,65,108,108,108,108,108,108,108,108,108,108,108,108
17,59,58,56,108,108,108,108,108,108,108,108,108,108,108
17,60,67,108,108,108,108,108,108,108,108,108,108,108,108
17,59,58,56,46,43,108,108,108,108,108,108,108,108,108
17,108,108,108,108,108,108,108,108,108,108,108,108,108,108
17,60,67,72,35,108,108,108,108,108,108,108,108,108,108
17,59,108,108,108,108,108,108,108,108,108,108,108,108,108
17,59,58,56,46,108,108,108,108,108,108,108,108,108,108
17,60,108,108,108,108,108,108,108,108,108,108,108,108,108
17,60,67,72,108,108,108,108,108,108,108,108,108,108,108
17,59,58,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
17,59,58,57,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
17,60,66,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
17,60,66,64,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
17,59,58,57,55,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
17,59,58,57,55,54,108,108,108,108,108,108,108,108,108
17,59,58,57,55,54,53,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
17,60,66,64,63,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
16,108,108,108,108,108,108,108,108,108,108,108,108,108,108
17,59,58,57,55,54,53,52,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
17,60,65,49,44,45,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
17,60,65,50,51,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
19,54,93,108,108,108,108,108,108,108,108,108,108,108,108
18,33,35,36,86,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
19,94,108,108,108,108,108,108,108,108,108,108,108,108,108
19,95,108,108,108,108,108,108,108,108,108,108,108,108,108
18,34,48,64,100,108,108,108,108,108,108,108,108,108,108
18,34,48,101,108,108,108,108,108,108,108,108,108,108,108
18,84,108,108,108,108,108,108,108,108,108,108,108,108,108
18,33,85,108,108,108,108,108,108,108,108,108,108,108,108
18,34,47,91,108,108,108,108,108,108,108,108,108,108,108
18,34,47,50,92,108,108,108,108,108,108,108,108,108,108
18,34,47,49,89,108,108,108,108,108,108,108,108,108,108
18,34,47,49,44,90,108,108,108,108,108,108,108,108,108
18,34,47,49,44,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
18,34,47,49,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
18,34,47,50,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
18,34,47,108,108,108,108,108,108,108,108,108,108,108,108
18,34,108,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
18,33,35,36,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
18,33,35,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
18,34,46,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
18,33,108,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
18,108,108,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
18,34,48,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
18,34,48,64,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
19,108,108,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
19,54,108,108,108,108,108,108,108,108,108,108,108,108,108
19,54,53,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
18,34,48,64,63,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
18,33,35,36,37,108,108,108,108,108,108,108,108,108,108
19,54,53,52,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
18,34,47,49,44,45,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
18,34,47,50,51,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
21,93,108,108,108,108,108,108,108,108,108,108,108,108,108
20,32,33,35,36,86,108,108,108,108,108,108,108,108,108
20,83,108,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
20,32,34,48,64,100,108,108,108,108,108,108,108,108,108
20,32,34,48,101,108,108,108,108,108,108,108,108,108,108
20,32,84,108,108,108,108,108,108,108,108,108,108,108,108
20,32,33,85,108,108,108,108,108,108,108,108,108,108,108
20,32,34,47,91,108,108,108,108,108,108,108,108,108,108
20,32,34,47,50,92,108,108,108,108,108,108,108,108,108
20,32,34,47,49,89,108,108,108,108,108,108,108,108,108
20,32,34,47,49,44,90,108,108,108,108,108,108,108,108
20,32,34,47,49,44,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
20,32,34,47,49,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
20,32,34,47,50,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
20,32,34,47,108,108,108,108,108,108,108,108,108,108,108
20,32,34,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
20,32,33,35,36,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
20,32,33,35,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
20,32,34,46,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
20,32,33,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
20,32,108,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
20,32,34,48,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
20,32,34,48,64,108,108,108,108,108,108,108,108,108,108
20,108,108,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
21,108,108,108,108,108,108,108,108,108,108,108,108,108,108
21,53,108,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
20,32,34,48,64,63,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
20,32,33,35,36,37,108,108,108,108,108,108,108,108,108
21,53,52,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
20,32,34,47,49,44,45,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
20,32,34,47,50,51,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
23,93,108,108,108,108,108,108,108,108,108,108,108,108,108
22,32,33,35,36,86,108,108,108,108,108,108,108,108,108
22,83,108,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
22,32,34,48,64,100,108,108,108,108,108,108,108,108,108
22,32,34,48,101,108,108,108,108,108,108,108,108,108,108
22,32,84,108,108,108,108,108,108,108,108,108,108,108,108
22,32,33,85,108,108,108,108,108,108,108,108,108,108,108
22,32,34,47,91,108,108,108,108,108,108,108,108,108,108
22,32,34,47,50,92,108,108,108,108,108,108,108,108,108
22,32,34,47,49,89,108,108,108,108,108,108,108,108,108
22,32,34,47,49,44,90,108,108,108,108,108,108,108,108
22,32,34,47,49,44,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
22,32,34,47,49,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
22,32,34,47,50,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
22,32,34,47,108,108,108,108,108,108,108,108,108,108,108
22,32,34,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
22,32,33,35,36,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
22,32,33,35,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
22,32,34,46,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
22,32,33,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
22,32,108,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
22,32,34,48,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
22,32,34,48,64,108,108,108,108,108,108,108,108,108,108
22,108,108,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
23,108,108,108,108,108,108,108,108,108,108,108,108,108,108
23,53,108,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
22,32,34,48,64,63,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
22,32,33,35,36,37,108,108,108,108,108,108,108,108,108
23,53,52,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
22,32,34,47,49,44,45,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
22,32,34,47,50,51,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
24,39,42,73,55,54,93,108,108,108,108,108,108,108,108
24,39,40,43,86,108,108,108,108,108,108,108,108,108,108
24,39,42,73,96,108,108,108,108,108,108,108,108,108,108
24,39,42,73,55,94,108,108,108,108,108,108,108,108,108
24,39,42,73,55,95,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
24,88,108,108,108,108,108,108,108,108,108,108,108,108,108
24,39,42,105,108,108,108,108,108,108,108,108,108,108,108
24,39,42,72,85,108,108,108,108,108,108,108,108,108,108
24,39,41,91,108,108,108,108,108,108,108,108,108,108,108
24,39,41,50,92,108,108,108,108,108,108,108,108,108,108
24,39,41,49,89,108,108,108,108,108,108,108,108,108,108
24,39,41,49,44,90,108,108,108,108,108,108,108,108,108
24,39,41,49,44,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
24,39,41,49,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
24,39,41,50,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
24,39,41,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
24,39,42,108,108,108,108,108,108,108,108,108,108,108,108
24,39,40,43,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
24,39,42,72,35,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
24,39,40,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
24,39,42,72,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
24,39,42,73,108,108,108,108,108,108,108,108,108,108,108
24,39,108,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
24,108,108,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
24,39,42,73,55,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
24,39,42,73,55,54,108,108,108,108,108,108,108,108,108
25,62,108,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
25,108,108,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
24,39,40,43,37,108,108,108,108,108,108,108,108,108,108
25,62,52,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
24,39,41,49,44,45,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
24,39,41,50,51,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
26,42,73,55,54,93,108,108,108,108,108,108,108,108,108
26,40,43,86,108,108,108,108,108,108,108,108,108,108,108
26,42,73,96,108,108,108,108,108,108,108,108,108,108,108
26,42,73,55,94,108,108,108,108,108,108,108,108,108,108
26,42,73,55,95,108,108,108,108,108,108,108,108,108,108
27,100,108,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
26,42,105,108,108,108,108,108,108,108,108,108,108,108,108
26,42,72,85,108,108,108,108,108,108,108,108,108,108,108
26,41,91,108,108,108,108,108,108,108,108,108,108,108,108
26,41,50,92,108,108,108,108,108,108,108,108,108,108,108
26,41,49,89,108,108,108,108,108,108,108,108,108,108,108
26,41,49,44,90,108,108,108,108,108,108,108,108,108,108
26,41,49,44,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
26,41,49,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
26,41,50,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
26,41,108,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
26,42,108,108,108,108,108,108,108,108,108,108,108,108,108
26,40,43,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
26,42,72,35,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
26,40,108,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
26,42,72,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
26,42,73,108,108,108,108,108,108,108,108,108,108,108,108
26,108,108,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
27,108,108,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
26,42,73,55,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
26,42,73,55,54,108,108,108,108,108,108,108,108,108,108
27,63,62,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
27,63,108,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
26,40,43,37,108,108,108,108,108,108,108,108,108,108,108
27,63,62,52,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
26,41,49,44,45,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
26,41,50,51,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
